"","gene_id","gene_symbol"
"582","ENSMUSG00000003421.13","Nosip"
"583","ENSMUSG00000003423.15","Pih1d1"
"584","ENSMUSG00000003429.11","Rps11"
"585","ENSMUSG00000003435.9","Supt5"
"586","ENSMUSG00000003436.11","Dll3"
"587","ENSMUSG00000003437.14","Paf1"
"588","ENSMUSG00000003438.17","Timm50"
"589","ENSMUSG00000003444.8","Med29"
"590","ENSMUSG00000003452.15","Bicd1"
"591","ENSMUSG00000003458.12","Ncstn"
"592","ENSMUSG00000003464.13","Pex19"
"593","ENSMUSG00000003469.9","Phyhip"
"594","ENSMUSG00000003476.16","Crhr2"
"595","ENSMUSG00000003477.5","Inmt"
"596","ENSMUSG00000003484.4","Cyp4f18"
"597","ENSMUSG00000003500.13","Impdh1"
"598","ENSMUSG00000003505.15","Psg18"
"599","ENSMUSG00000003518.13","Dusp3"
"600","ENSMUSG00000003526.12","Prodh"
"601","ENSMUSG00000003527.9","Ess2"
"602","ENSMUSG00000003528.15","Slc25a1"
"603","ENSMUSG00000003531.15","Dgcr6"
"604","ENSMUSG00000003534.17","Ddr1"
"605","ENSMUSG00000003541.6","Ier3"
"606","ENSMUSG00000003545.3","Fosb"
"607","ENSMUSG00000003546.10","Klc4"
"608","ENSMUSG00000003549.9","Ercc1"
"609","ENSMUSG00000003555.8","Cyp17a1"
"610","ENSMUSG00000003559.8","As3mt"
"611","ENSMUSG00000003573.15","Homer3"
"612","ENSMUSG00000003575.13","Crtc1"
"613","ENSMUSG00000003581.14","Rnf215"
"614","ENSMUSG00000003585.13","Sec14l2"
"615","ENSMUSG00000003604.14","Aven"
"616","ENSMUSG00000003617.16","Cp"
"617","ENSMUSG00000003623.4","Crot"
"618","ENSMUSG00000003644.17","Rps6ka1"
"619","ENSMUSG00000003657.9","Calb2"
"620","ENSMUSG00000003660.10","Snrnp200"
"621","ENSMUSG00000003662.10","Ciao1"
"622","ENSMUSG00000003665.7","Has1"
"623","ENSMUSG00000003680.16","Taf6l"
"624","ENSMUSG00000003721.14","Insig2"
"625","ENSMUSG00000003731.13","Kpna6"
"626","ENSMUSG00000003746.16","Man1a"
"627","ENSMUSG00000003752.9","Itpkc"
"628","ENSMUSG00000003762.13","Coq8b"
"629","ENSMUSG00000003778.14","Brd8"
"630","ENSMUSG00000003779.16","Kif20a"
"631","ENSMUSG00000003808.18","Farsa"
"632","ENSMUSG00000003809.14","Gcdh"
"633","ENSMUSG00000003810.13","Mast2"
"634","ENSMUSG00000003812.13","Dnase2a"
"635","ENSMUSG00000003813.15","Rad23a"
"636","ENSMUSG00000003814.8","Calr"
"637","ENSMUSG00000003824.12","Syce2"
"638","ENSMUSG00000003847.16","Nfat5"
"639","ENSMUSG00000003848.14","Nob1"
"640","ENSMUSG00000003849.8","Nqo1"
"641","ENSMUSG00000003863.18","Ppfia3"
"642","ENSMUSG00000003865.16","Gys1"
"643","ENSMUSG00000003868.14","Ruvbl2"
"644","ENSMUSG00000003872.9","Lin7b"
"645","ENSMUSG00000003873.11","Bax"
"646","ENSMUSG00000003882.5","Il7r"
"647","ENSMUSG00000003923.14","Tfam"
"648","ENSMUSG00000003929.11","Zfp81"
"649","ENSMUSG00000003934.5","Efnb3"
"650","ENSMUSG00000003948.17","Mmd"
"651","ENSMUSG00000003949.16","Hlf"
"652","ENSMUSG00000003955.8","Fam162a"
"653","ENSMUSG00000003970.9","Rpl8"
"654","ENSMUSG00000003974.6","Grm3"
"655","ENSMUSG00000003992.15","Ssbp2"
"656","ENSMUSG00000004018.9","Fancl"
"657","ENSMUSG00000004031.13","Brinp2"
"658","ENSMUSG00000004032.10","Gstm5"
"659","ENSMUSG00000004035.12","Gstm7"
"660","ENSMUSG00000004038.9","Gstm3"
"661","ENSMUSG00000004040.16","Stat3"
"662","ENSMUSG00000004043.14","Stat5a"
"663","ENSMUSG00000004044.9","Cavin1"
"664","ENSMUSG00000004054.9","Map3k11"
"665","ENSMUSG00000004056.15","Akt2"
"666","ENSMUSG00000004069.17","Dnaja3"
"667","ENSMUSG00000004070.15","Hmox2"
"668","ENSMUSG00000004071.13","Cdip1"
"669","ENSMUSG00000004085.14","Map3k20"
"670","ENSMUSG00000004096.9","Cwc15"
"671","ENSMUSG00000004098.7","Col5a3"
"672","ENSMUSG00000004099.16","Dnmt1"
"673","ENSMUSG00000004100.12","Ppan"
"674","ENSMUSG00000004105.8","Angptl2"
"675","ENSMUSG00000004110.17","Cacna1e"
"676","ENSMUSG00000004113.18","Cacna1b"
"677","ENSMUSG00000004127.12","Trmt10a"
"678","ENSMUSG00000004151.17","Etv1"
"679","ENSMUSG00000004187.11","Kifc2"
"680","ENSMUSG00000004207.14","Psap"
"681","ENSMUSG00000004221.16","Ikbkg"
"682","ENSMUSG00000004231.15","Pax2"
"683","ENSMUSG00000004233.14","Wars2"
"684","ENSMUSG00000004263.15","Atn1"
"685","ENSMUSG00000004264.17","Phb2"
"686","ENSMUSG00000004266.15","Ptpn6"
"687","ENSMUSG00000004267.16","Eno2"
"688","ENSMUSG00000004268.11","Emg1"
"689","ENSMUSG00000004270.13","Lpcat3"
"690","ENSMUSG00000004285.12","Atp6v1f"
"691","ENSMUSG00000004296.14","Il12b"
"692","ENSMUSG00000004317.14","Clcn5"
"693","ENSMUSG00000004319.15","Clcn3"
"694","ENSMUSG00000004328.15","Hif3a"
"695","ENSMUSG00000004341.8","Gpx6"
"696","ENSMUSG00000004344.12","Gpx5"
"697","ENSMUSG00000004347.17","Pde1c"
"698","ENSMUSG00000004356.8","Utp20"
"699","ENSMUSG00000004359.16","Spic"
"700","ENSMUSG00000004360.9","9330159F19Rik"
"701","ENSMUSG00000004364.14","Cul3"
"702","ENSMUSG00000004366.4","Sst"
"703","ENSMUSG00000004371.15","Il11"
"704","ENSMUSG00000004383.18","Large1"
"705","ENSMUSG00000004393.10","Ddx56"
"706","ENSMUSG00000004394.12","Tmed4"
"707","ENSMUSG00000004415.15","Col26a1"
"708","ENSMUSG00000004446.12","Bid"
"709","ENSMUSG00000004451.14","Ralb"
"710","ENSMUSG00000004455.16","Ppp1cc"
"711","ENSMUSG00000004460.17","Dnajb11"
"712","ENSMUSG00000004462.7","Tbccd1"
"713","ENSMUSG00000004473.10","Clec11a"
"714","ENSMUSG00000004500.9","Zfp324"
"715","ENSMUSG00000004508.6","Gab2"
"716","ENSMUSG00000004530.12","Coro1c"
"717","ENSMUSG00000004535.12","Tax1bp1"
"718","ENSMUSG00000004540.7","Psg17"
"719","ENSMUSG00000004542.15","Psg19"
"720","ENSMUSG00000004552.16","Ctse"
"721","ENSMUSG00000004558.15","Ndrg2"
"722","ENSMUSG00000004561.14","Mettl17"
"723","ENSMUSG00000004562.16","Arhgef40"
"724","ENSMUSG00000004565.15","Pnpla6"
"725","ENSMUSG00000004567.16","Mcoln1"
"726","ENSMUSG00000004568.13","Arhgef18"
"727","ENSMUSG00000004591.16","Pkn2"
"728","ENSMUSG00000004609.11","Cd33"
"729","ENSMUSG00000004610.4","Etfb"
"730","ENSMUSG00000004612.9","Nkg7"
"731","ENSMUSG00000004626.14","Stxbp2"
"732","ENSMUSG00000004630.18","Pcp2"
"733","ENSMUSG00000004631.15","Sgce"
"734","ENSMUSG00000004633.17","Chn2"
"735","ENSMUSG00000004637.15","Wwox"
"736","ENSMUSG00000004642.13","Slbp"
"737","ENSMUSG00000004651.6","Tyr"
"738","ENSMUSG00000004654.6","Ghrhr"
"739","ENSMUSG00000004655.5","Aqp1"
"740","ENSMUSG00000004661.15","Arid3b"
"741","ENSMUSG00000004665.10","Cnn2"
"742","ENSMUSG00000004667.18","Polr2e"
"743","ENSMUSG00000004668.14","Abca13"
"744","ENSMUSG00000004677.17","Myo9b"
"745","ENSMUSG00000004698.11","Hdac9"
"746","ENSMUSG00000004707.14","Ly9"
"747","ENSMUSG00000004709.14","Cd244a"
"748","ENSMUSG00000004730.15","Adgre1"
"749","ENSMUSG00000004748.5","Mtfp1"
"750","ENSMUSG00000004768.14","Rab23"
"751","ENSMUSG00000004771.12","Rab11a"
"752","ENSMUSG00000004788.11","Eif2b2"
"753","ENSMUSG00000004789.10","Dlst"
"754","ENSMUSG00000004791.7","Pgf"
"755","ENSMUSG00000004798.14","Ulk2"
"756","ENSMUSG00000004814.10","Ccl24"
"757","ENSMUSG00000004815.12","Dgkq"
"758","ENSMUSG00000004821.1","Tmed11"
"759","ENSMUSG00000004837.2","Grap"
"760","ENSMUSG00000004842.18","Pou1f1"
"761","ENSMUSG00000004843.7","Chmp2b"
"762","ENSMUSG00000004846.10","Plod3"
"763","ENSMUSG00000004849.14","Ap1s1"
"764","ENSMUSG00000004864.13","Mapk13"
"765","ENSMUSG00000004865.16","Srpk1"
"766","ENSMUSG00000004872.15","Pax3"
"767","ENSMUSG00000004880.11","Lbr"
"768","ENSMUSG00000004885.5","Crabp2"
"769","ENSMUSG00000004891.16","Nes"
"770","ENSMUSG00000004892.13","Bcan"
"771","ENSMUSG00000004894.10","Hapln2"
"772","ENSMUSG00000004895.9","Prcc"
"773","ENSMUSG00000004896.16","Rrnad1"
"774","ENSMUSG00000004897.16","Hdgf"
"775","ENSMUSG00000004902.7","Slc25a18"
"776","ENSMUSG00000004929.12","Thop1"
"777","ENSMUSG00000004931.11","Apba3"
"778","ENSMUSG00000004933.17","Matk"
"779","ENSMUSG00000004934.14","Pias4"
"780","ENSMUSG00000004936.8","Map2k1"
"781","ENSMUSG00000004937.6","Sgta"
"782","ENSMUSG00000004939.7","Nmrk2"
"783","ENSMUSG00000004945.15","Tmem242"
"784","ENSMUSG00000004947.15","Dtx2"
"785","ENSMUSG00000004948.12","Zp3"
"786","ENSMUSG00000004951.10","Hspb1"
"787","ENSMUSG00000004952.13","Rasa4"
"788","ENSMUSG00000004961.7","Syt5"
"789","ENSMUSG00000004980.16","Hnrnpa2b1"
"790","ENSMUSG00000004988.9","Fxyd4"
"791","ENSMUSG00000004994.12","Ccdc130"
"792","ENSMUSG00000004996.9","Mri1"
"793","ENSMUSG00000005034.15","Prkacb"
"794","ENSMUSG00000005043.13","Sgsh"
"795","ENSMUSG00000005045.16","Chd5"
"796","ENSMUSG00000005054.7","Cstb"
"797","ENSMUSG00000005057.13","Sh2b2"
"798","ENSMUSG00000005069.12","Pex5"
"799","ENSMUSG00000005078.16","Jkamp"
"800","ENSMUSG00000005087.17","Cd44"
"801","ENSMUSG00000005089.15","Slc1a2"
"802","ENSMUSG00000005102.13","Eif2ak4"
"803","ENSMUSG00000005103.12","Wdr1"
"804","ENSMUSG00000005107.13","Slc2a9"
"805","ENSMUSG00000005124.10","Ccn4"
"806","ENSMUSG00000005125.13","Ndrg1"
"807","ENSMUSG00000005131.4","4930550C14Rik"
"808","ENSMUSG00000005142.10","Man2b1"
"809","ENSMUSG00000005148.8","Klf5"
"810","ENSMUSG00000005150.16","Wdr83"
"811","ENSMUSG00000005161.15","Prdx2"
"812","ENSMUSG00000005198.15","Polr2a"
"813","ENSMUSG00000005202.2","Shbg"
"814","ENSMUSG00000005204.12","Senp3"
"815","ENSMUSG00000005220.10","Corin"
"816","ENSMUSG00000005225.15","Plekha8"
"817","ENSMUSG00000005232.11","G6pc2"
"818","ENSMUSG00000005233.16","Spc25"
"819","ENSMUSG00000005237.14","Dnah2"
"820","ENSMUSG00000005251.15","Ripk4"
"821","ENSMUSG00000005262.13","Ufd1"
"822","ENSMUSG00000005267.13","Zfp287"
"823","ENSMUSG00000005268.20","Prlr"
"824","ENSMUSG00000005299.6","Letm1"
"825","ENSMUSG00000005312.15","Ubqln1"
"826","ENSMUSG00000005320.9","Fgfr4"
"827","ENSMUSG00000005338.13","Cadm3"
"828","ENSMUSG00000005339.10","Fcer1a"
"829","ENSMUSG00000005354.16","Txn2"
"830","ENSMUSG00000005355.9","Casp14"
"831","ENSMUSG00000005357.9","Slc1a6"
"832","ENSMUSG00000005360.14","Slc1a3"
"833","ENSMUSG00000005362.14","Crbn"
"834","ENSMUSG00000005364.11","Il5ra"
"835","ENSMUSG00000005370.4","Msh6"
"836","ENSMUSG00000005371.15","Fbxo11"
"837","ENSMUSG00000005373.13","Mlxipl"
"838","ENSMUSG00000005374.13","Tbl2"
"839","ENSMUSG00000005378.17","Bud23"
"840","ENSMUSG00000005397.8","Nid1"
"841","ENSMUSG00000005410.6","Mcm5"
"842","ENSMUSG00000005413.8","Hmox1"
"843","ENSMUSG00000005417.17","Mprip"
"844","ENSMUSG00000005442.13","Cic"
"845","ENSMUSG00000005447.12","Pafah1b3"
"846","ENSMUSG00000005465.9","Il27ra"
"847","ENSMUSG00000005469.10","Prkaca"
"848","ENSMUSG00000005470.8","Asf1b"
"849","ENSMUSG00000005474.9","Myl10"
"850","ENSMUSG00000005481.18","Ddx39"
"851","ENSMUSG00000005483.10","Dnajb1"
"852","ENSMUSG00000005493.15","Msh4"
"853","ENSMUSG00000005501.14","Usp40"
"854","ENSMUSG00000005503.8","Evx1"
"855","ENSMUSG00000005505.12","Kbtbd4"
"856","ENSMUSG00000005506.16","Celf1"
"857","ENSMUSG00000005510.9","Ndufs3"
"858","ENSMUSG00000005514.14","Por"
"859","ENSMUSG00000005533.10","Igf1r"
"860","ENSMUSG00000005534.10","Insr"
"861","ENSMUSG00000005540.10","Fcer2a"
"862","ENSMUSG00000005547.14","Cyp2a5"
"863","ENSMUSG00000005553.14","Atp4a"
"864","ENSMUSG00000005566.14","Trim28"
"865","ENSMUSG00000005575.16","Ube2m"
"866","ENSMUSG00000005580.11","Adcy9"
"867","ENSMUSG00000005583.16","Mef2c"
"868","ENSMUSG00000005609.16","Ctr9"
"869","ENSMUSG00000005610.17","Eif4g2"
"870","ENSMUSG00000005611.15","Mrvi1"
"871","ENSMUSG00000005615.15","Pcyt1a"
"872","ENSMUSG00000005621.11","Zfp592"
"873","ENSMUSG00000005625.15","Psmd4"
"874","ENSMUSG00000005628.12","Tmod4"
"875","ENSMUSG00000005640.11","Insrr"
"876","ENSMUSG00000005649.17","Cabp5"
"877","ENSMUSG00000005656.9","Snx6"
"878","ENSMUSG00000005667.8","Mthfd2"
"879","ENSMUSG00000005672.12","Kit"
"880","ENSMUSG00000005674.9","Tomm40l"
"881","ENSMUSG00000005677.14","Nr1i3"
"882","ENSMUSG00000005681.12","Apoa2"
"883","ENSMUSG00000005682.9","Pan2"
"884","ENSMUSG00000005683.8","Cs"
"885","ENSMUSG00000005686.17","Ampd3"
"886","ENSMUSG00000005687.14","Bcas2"
"887","ENSMUSG00000005696.11","Sh2d1a"
"888","ENSMUSG00000005698.15","Ctcf"
"889","ENSMUSG00000005699.16","Pard6a"
"890","ENSMUSG00000005705.10","Agrp"
"891","ENSMUSG00000005716.16","Pvalb"
"892","ENSMUSG00000005718.8","Tfap4"
"893","ENSMUSG00000005732.14","Ranbp1"
"894","ENSMUSG00000005763.15","Cd247"
"895","ENSMUSG00000005774.12","Rfx5"
"896","ENSMUSG00000005779.12","Psmb4"
"897","ENSMUSG00000005800.3","Mmp8"
"898","ENSMUSG00000005802.12","Slc30a4"
"899","ENSMUSG00000005803.14","Sqor"
"900","ENSMUSG00000005804.14","Bloc1s6"
"901","ENSMUSG00000005813.12","Metap1"
"902","ENSMUSG00000005823.9","Gpr108"
"903","ENSMUSG00000005824.7","Tnfsf14"
"904","ENSMUSG00000005836.10","Gata6"
"905","ENSMUSG00000005846.12","Rsl1d1"
"906","ENSMUSG00000005864.7","Cnga2"
"907","ENSMUSG00000005871.15","Apc"
"908","ENSMUSG00000005873.6","Reep5"
"909","ENSMUSG00000005881.13","Ergic3"
"910","ENSMUSG00000005882.18","Uqcc1"
"911","ENSMUSG00000005883.15","Spo11"
"912","ENSMUSG00000005886.14","Ncoa2"
"913","ENSMUSG00000005891.7","Prl4a1"
"914","ENSMUSG00000005892.4","Trh"
"915","ENSMUSG00000005893.14","Nr2c2"
"916","ENSMUSG00000005897.14","Nr2c1"
"917","ENSMUSG00000005899.14","Smpd4"
"918","ENSMUSG00000005907.14","Pex1"
"919","ENSMUSG00000005917.15","Otx1"
"920","ENSMUSG00000005936.19","Kctd20"
"921","ENSMUSG00000005947.11","Itgae"
"922","ENSMUSG00000005949.9","Ctns"
"923","ENSMUSG00000005950.14","P2rx5"
"924","ENSMUSG00000005951.13","Shpk"
"925","ENSMUSG00000005952.15","Trpv1"
"926","ENSMUSG00000005958.15","Ephb3"
"927","ENSMUSG00000005968.14","Tuft1"
"928","ENSMUSG00000005973.6","Rcn1"
"929","ENSMUSG00000005980.15","Dnase1"
"930","ENSMUSG00000005981.11","Trap1"
"931","ENSMUSG00000005982.14","Naa60"
"932","ENSMUSG00000005983.15","1700037C18Rik"
"933","ENSMUSG00000005986.16","Ankrd13d"
"934","ENSMUSG00000005994.14","Tyrp1"
"935","ENSMUSG00000006005.18","Tpr"
"936","ENSMUSG00000006007.14","Pdc"
"937","ENSMUSG00000006010.14","Odr4"
"938","ENSMUSG00000006014.16","Prg4"
"939","ENSMUSG00000006019.15","Dhx34"
"940","ENSMUSG00000006021.5","Kptn"
"941","ENSMUSG00000006024.13","Napa"
"942","ENSMUSG00000006050.12","Sra1"
"943","ENSMUSG00000006056.13","Calcoco2"
"944","ENSMUSG00000006057.15","Atp5g1"
"945","ENSMUSG00000006058.10","Snf8"
"946","ENSMUSG00000006095.12","Tbcb"
"947","ENSMUSG00000006127.9","Inpp5k"
"948","ENSMUSG00000006134.4","Crkl"
"949","ENSMUSG00000006143.12","Upk3bl"
"950","ENSMUSG00000006154.13","Eps8l1"
"951","ENSMUSG00000006169.20","Clint1"
"952","ENSMUSG00000006179.9","Prss16"
"953","ENSMUSG00000006191.17","Cdkal1"
"954","ENSMUSG00000006200.3","Rhox6"
"955","ENSMUSG00000006204.7","Cdcp3"
"956","ENSMUSG00000006205.13","Htra1"
"957","ENSMUSG00000006215.12","Zbtb17"
"958","ENSMUSG00000006216.10","Clcnkb"
"959","ENSMUSG00000006218.4","Fam131c"
"960","ENSMUSG00000006219.12","Fblim1"
"961","ENSMUSG00000006221.7","Hspb7"
"962","ENSMUSG00000006235.6","Epor"
"963","ENSMUSG00000006241.16","Ccdc159"
"964","ENSMUSG00000006262.15","Mob1b"
"965","ENSMUSG00000006269.7","Atp6v1b1"
"966","ENSMUSG00000006270.7","Vax1"
"967","ENSMUSG00000006273.14","Atp6v1b2"
"968","ENSMUSG00000006276.10","Eps15l1"
"969","ENSMUSG00000006281.8","Tep1"
"970","ENSMUSG00000006288.8","Ttc5"
"971","ENSMUSG00000006289.14","Osgep"
"972","ENSMUSG00000006299.13","Aamp"
"973","ENSMUSG00000006301.17","Tmbim1"
"974","ENSMUSG00000006304.14","Arpc2"
"975","ENSMUSG00000006307.16","Kmt2b"
"976","ENSMUSG00000006310.10","Zbtb32"
"977","ENSMUSG00000006311.8","Etv2"
"978","ENSMUSG00000006313.5","Upk1a"
"979","ENSMUSG00000006315.9","Tmem147"
"980","ENSMUSG00000006333.14","Rps9"
"981","ENSMUSG00000006335.16","Tfpt"
"982","ENSMUSG00000006342.15","Susd2"
"983","ENSMUSG00000006344.17","Ggt5"
"984","ENSMUSG00000006345.10","Ggt1"
"985","ENSMUSG00000006356.10","Crip2"
"986","ENSMUSG00000006360.11","Crip1"
"987","ENSMUSG00000006362.16","Cbfa2t3"
"988","ENSMUSG00000006369.14","Fbln1"
"989","ENSMUSG00000006373.10","Pgrmc1"
"990","ENSMUSG00000006378.15","Gcat"
"991","ENSMUSG00000006386.15","Tek"
"992","ENSMUSG00000006389.13","Mpl"
"993","ENSMUSG00000006390.15","Elovl1"
"994","ENSMUSG00000006392.16","Med8"
"995","ENSMUSG00000006395.16","Hyi"
"996","ENSMUSG00000006398.15","Cdc20"
"997","ENSMUSG00000006403.13","Adamts4"
"998","ENSMUSG00000006411.12","Nectin4"
"999","ENSMUSG00000006412.10","Pfdn2"
"1000","ENSMUSG00000006418.17","Rnf114"
"1001","ENSMUSG00000006423.15","C330007P06Rik"
"1002","ENSMUSG00000006435.16","Neurl1a"
"1003","ENSMUSG00000006442.10","Srm"
"1004","ENSMUSG00000006445.3","Epha2"
"1005","ENSMUSG00000006456.10","Rbm14"
"1006","ENSMUSG00000006457.4","Actn3"
"1007","ENSMUSG00000006462.6","A530013C23Rik"
"1008","ENSMUSG00000006463.13","Zdhhc24"
"1009","ENSMUSG00000006464.9","Bbs1"
"1010","ENSMUSG00000006469.13","Slc34a3"
"1011","ENSMUSG00000006471.18","Ndor1"
"1012","ENSMUSG00000006476.19","Nsmf"
"1013","ENSMUSG00000006488.17","Prl7a1"
"1014","ENSMUSG00000006490.3","Prl8a9"
"1015","ENSMUSG00000006494.11","Pdk1"
"1016","ENSMUSG00000006498.16","Ptbp1"
"1017","ENSMUSG00000006517.5","Mvd"
"1018","ENSMUSG00000006519.11","Cyba"
"1019","ENSMUSG00000006522.17","Itih3"
"1020","ENSMUSG00000006526.13","Stimate"
"1021","ENSMUSG00000006527.16","Sfmbt1"
"1022","ENSMUSG00000006529.16","Itih1"
"1023","ENSMUSG00000006538.12","Ihh"
"1024","ENSMUSG00000006542.13","Prkag3"
"1025","ENSMUSG00000006546.3","Cryba2"
"1026","ENSMUSG00000006567.11","Atp7b"
"1027","ENSMUSG00000006570.3","Defb2"
"1028","ENSMUSG00000006574.15","Slc4a1"
"1029","ENSMUSG00000006575.14","Rundc3a"
"1030","ENSMUSG00000006576.16","Slc4a3"
"1031","ENSMUSG00000006585.3","Cdt1"
"1032","ENSMUSG00000006586.15","Runx1t1"
"1033","ENSMUSG00000006587.6","Snai3"
"1034","ENSMUSG00000006589.8","Aprt"
"1035","ENSMUSG00000006599.13","Gtf2h1"
"1036","ENSMUSG00000006611.15","Hfe"
"1037","ENSMUSG00000006638.15","Abhd1"
"1038","ENSMUSG00000006641.12","Slc5a6"
"1039","ENSMUSG00000006642.3","Tcf23"
"1040","ENSMUSG00000006649.17","Nphs1"
"1041","ENSMUSG00000006651.8","Aplp1"
"1042","ENSMUSG00000006673.14","Qrich1"
"1043","ENSMUSG00000006675.10","P4htm"
"1044","ENSMUSG00000006676.16","Usp19"
"1045","ENSMUSG00000006678.6","Pola1"
"1046","ENSMUSG00000006699.17","Cdc42"
"1047","ENSMUSG00000006705.13","Pknox1"
"1048","ENSMUSG00000006711.15","D130043K22Rik"
"1049","ENSMUSG00000006715.11","Gmnn"
"1050","ENSMUSG00000006717.7","Acot13"
"1051","ENSMUSG00000006720.16","Zfp184"
"1052","ENSMUSG00000006724.12","Cyp27b1"
"1053","ENSMUSG00000006728.12","Cdk4"
"1054","ENSMUSG00000006731.10","B4galnt1"
"1055","ENSMUSG00000006732.14","Mettl1"
"1056","ENSMUSG00000006736.9","Tspan31"
"1057","ENSMUSG00000006740.14","Kif5b"
"1058","ENSMUSG00000006763.14","Saal1"
"1059","ENSMUSG00000006764.8","Tph2"
"1060","ENSMUSG00000006777.7","Krt23"
"1061","ENSMUSG00000006782.16","Cnp"
"1062","ENSMUSG00000006784.14","Ttc25"
"1063","ENSMUSG00000006800.14","Sulf2"
"1064","ENSMUSG00000006818.5","Sod2"
"1065","ENSMUSG00000006850.8","Tmco6"
"1066","ENSMUSG00000006906.10","Stambp"
"1067","ENSMUSG00000006920.14","Ezh1"
"1068","ENSMUSG00000006930.15","Hap1"
"1069","ENSMUSG00000006931.15","P3h4"
"1070","ENSMUSG00000006932.17","Ctnnb1"
"1071","ENSMUSG00000006941.5","Eif1b"
"1072","ENSMUSG00000006948.7","Klk4"
"1073","ENSMUSG00000006958.14","Chrd"
"1074","ENSMUSG00000006998.16","Psmd2"
"1075","ENSMUSG00000007021.5","Syngr3"
"1076","ENSMUSG00000007029.16","Vars"
"1077","ENSMUSG00000007030.8","Vwa7"
"1078","ENSMUSG00000007033.4","Hspa1l"
"1079","ENSMUSG00000007034.15","Slc44a4"
"1080","ENSMUSG00000007035.15","Msh5"
"1081","ENSMUSG00000007036.15","Abhd16a"
"1082","ENSMUSG00000007038.5","Neu1"
"1083","ENSMUSG00000007039.12","Ddah2"
"1084","ENSMUSG00000007041.9","Clic1"
"1085","ENSMUSG00000007050.17","Lsm2"
"1086","ENSMUSG00000007080.14","Pole"
"1087","ENSMUSG00000007097.14","Atp1a2"
"1088","ENSMUSG00000007107.6","Atp1a4"
"1089","ENSMUSG00000007122.11","Casq1"
"1090","ENSMUSG00000007207.10","Stx1a"
"1091","ENSMUSG00000007209.4","Ceacam9"
"1092","ENSMUSG00000007216.6","Zfp775"
"1093","ENSMUSG00000007279.14","Scube2"
"1094","ENSMUSG00000007338.10","Mrpl49"
"1095","ENSMUSG00000007379.15","Dennd2c"
"1096","ENSMUSG00000007411.16","Mark3"
"1097","ENSMUSG00000007415.15","Gatad1"
"1098","ENSMUSG00000007440.10","Pcdha11"
"1099","ENSMUSG00000007457.3","2310003L06Rik"
"1100","ENSMUSG00000007458.14","M6pr"
"1101","ENSMUSG00000007476.18","Lrrc8a"
"1102","ENSMUSG00000007480.5","Mc5r"
"1103","ENSMUSG00000007564.15","Ppp2r1a"
"1104","ENSMUSG00000007570.16","Fance"
"1105","ENSMUSG00000007589.9","Tinf2"
"1106","ENSMUSG00000007591.15","Tssk4"
"1107","ENSMUSG00000007594.10","Hapln4"
"1108","ENSMUSG00000007603.9","Dus3l"
"1109","ENSMUSG00000007610.15","Gtpbp3"
"1110","ENSMUSG00000007613.15","Tgfbr1"
"1111","ENSMUSG00000007617.18","Homer1"
"1112","ENSMUSG00000007646.13","Rad51c"
"1113","ENSMUSG00000007653.12","Gabrb2"
"1114","ENSMUSG00000007655.16","Cav1"
"1115","ENSMUSG00000007656.13","Arpp19"
"1116","ENSMUSG00000007659.18","Bcl2l1"
"1117","ENSMUSG00000007670.10","Khsrp"
"1118","ENSMUSG00000007682.6","Dio2"
"1119","ENSMUSG00000007721.6","Ccdc124"
"1120","ENSMUSG00000007739.10","Cct4"
"1121","ENSMUSG00000007777.9","0610009B22Rik"
"1122","ENSMUSG00000007783.10","Cpt1c"
"1123","ENSMUSG00000007805.4","Twist2"
"1124","ENSMUSG00000007812.16","Zfp655"
"1125","ENSMUSG00000007815.13","Rhoa"
"1126","ENSMUSG00000007817.15","Zmiz1"
"1127","ENSMUSG00000007827.10","Ankrd26"
"1128","ENSMUSG00000007833.15","Aldh16a1"
"1129","ENSMUSG00000007836.6","Hnrnpa0"
"1130","ENSMUSG00000007837.11","Prrg2"
"1131","ENSMUSG00000007850.16","Hnrnph1"
"1132","ENSMUSG00000007867.9","Ift43"
"1133","ENSMUSG00000007872.3","Id3"
"1134","ENSMUSG00000007877.2","Tcap"
"1135","ENSMUSG00000007880.16","Arid1a"
"1136","ENSMUSG00000007888.15","Crlf1"
"1137","ENSMUSG00000007891.16","Ctsd"
"1138","ENSMUSG00000007892.8","Rplp1"
"1139","ENSMUSG00000007907.4","Cabs1"
"1140","ENSMUSG00000007908.14","Hmgcll1"
"1141","ENSMUSG00000007944.8","Ttc9b"
"1142","ENSMUSG00000007946.11","Phox2a"
"1143","ENSMUSG00000007950.9","Abhd8"
"1144","ENSMUSG00000007987.12","Ift22"
"1145","ENSMUSG00000007989.7","Fzd3"
"1146","ENSMUSG00000008028.15","1700008O03Rik"
"1147","ENSMUSG00000008035.12","Mid1ip1"
"1148","ENSMUSG00000008036.11","Ap2s1"
"1149","ENSMUSG00000008090.14","Fgfrl1"
"1150","ENSMUSG00000008129.14","4930432K21Rik"
"1151","ENSMUSG00000008136.14","Fhl2"
"1152","ENSMUSG00000008140.18","Emc10"
"1153","ENSMUSG00000008153.12","Clstn3"
"1154","ENSMUSG00000008167.14","Fbxw9"
"1155","ENSMUSG00000008193.13","Spib"
"1156","ENSMUSG00000008200.15","Fnbp4"
"1157","ENSMUSG00000008206.16","Cers4"
"1158","ENSMUSG00000008226.14","Scrn3"
